subject,vowel,f0,f1,f2,f3
subj16,AH,231.691478565827,1139.97586495536,1612.28859165737,2922.97553362165
subj16,AH,234.98729655792,1162.27197265625,1624.28798264724,2855.70171649639
subj16,AH,245.777077517288,1193.40403238932,1707.63478597005,3002.22246636285
subj16,AH,245.792344012274,1199.11552734375,1548.11633300781,2997.75
subj16,AH,253.861238862699,1184.38747934195,1526.94696514423,2864.34855769231
subj16,AH,256.934318123804,1181.94525553385,1483.6299235026,3008.13746744792
subj16,EE,268.20441094233,344.16148630778,3103.62534586589,3519.25431315104
subj16,EE,268.601283978126,339.679184977214,3236.48696289062,3582.12252604167
subj16,EE,271.869023691701,337.463943481445,3152.89030761719,3605.11362304688
subj16,EE,275.81677458118,313.975047864412,3161.64789782072,3449.71989360609
subj16,EE,276.346146417793,319.171107700893,3006.62053571429,3411.54514857701
subj16,EE,277.164893349962,341.476182725694,3083.40885416667,3386.00699869792
subj16,EE,279.961451711479,307.150493076869,3088.36975097656,3487.06958007812
subj16,EE,283.42153931516,329.115274282602,3167.41259765625,3572.14569561298
subj16,EE,284.012665381052,310.900722249349,3204.43741861979,3726.94072265625
subj16,EE,296.12972745769,311.004682268415,2741.33900669643,3426.04675292969
subj16,EH,220.151935160843,961.680908203125,2256.20765904018,3320.29105050223
subj16,EH,225.16368774039,911.087805175781,2186.15173339844,3247.15241699219
subj16,EH,232.398403254246,872.376975319602,2294.87036132812,3042.48597301136
subj16,EH,236.121832141106,895.92594909668,2234.63433837891,3064.15420532227
subj16,EH,248.166947659049,982.89208984375,2271.56577845982,3198.58928571429
subj16,EH,253.278258388671,992.724860297309,2424.47233072917,3290.43790690104
subj16,EH,253.67370582478,959.826993075284,2301.61148348722,3282.22354403409
subj16,EH,254.797836843193,995.674797058105,2326.20129394531,2876.04574584961
subj16,EH,259.229352336296,948.737433539497,2297.02029079861,3098.03930664062
subj16,EH,448.902805993607,901.074340820312,2146.38354492188,2983.12670898438
subj16,IH,238.096338315592,559.614807128906,2369.63305664062,3227.62115478516
subj16,IH,238.628683743933,528.691375732422,2408.97119140625,3181.86110839844
subj16,IH,245.526839150698,541.585166237571,2374.07137784091,3198.67220791903
subj16,IH,250.33886006087,527.730065917969,2395.08312988281,3122.62756347656
subj16,IH,254.957110138818,540.345733642578,2442.6317952474,3154.63598632812
subj16,IH,256.807752018308,539.932181803385,2428.44661458333,3192.06219075521
subj16,IH,257.247381231881,527.911015828451,2455.01688639323,3150.94091796875
subj16,IH,264.141339698915,533.602864583333,2392.95469835069,3235.97222222222
subj16,IH,290.285024744353,579.432388305664,2397.59399414062,3192.20037841797
subj16,OO,264.266262595995,348.952964782715,1010.36429595947,3126.26907348633
subj16,OO,277.448199815639,340.589231363932,940.396944173177,3097.19635416667
subj16,OO,288.948445822399,306.082833862305,907.065545654297,3102.62463378906
subj16,OO,301.087905012375,310.439788818359,932.988243103027,3223.03848266602
subj16,OO,303.13767151558,340.19190626878,956.108548677885,3167.53975736178
subj16,OO,303.62483094005,313.854259784405,987.815556452824,3228.31208683894
subj16,OO,303.927203029485,315.749528884888,1045.07767868042,3147.90620422363
subj16,OO,306.768232913569,316.753955841064,1209.13487243652,3120.27194213867
subj16,OO,312.752528998212,321.05472056071,958.168568929036,3264.4473063151
subj16,OO,315.783017868035,329.300612676711,1084.90674990699,3192.17633928571
subj16,UH,236.071776962766,822.308312049279,1884.29540076623,3098.45295597957
subj16,UH,240.596523326146,858.496320452009,1845.79985700335,3275.22481863839
subj16,UH,246.248367860285,842.566378506747,1933.1933815696,3267.18690074574
subj16,UH,246.758452277792,877.263615199498,1900.93429129464,3154.59003557478
subj16,UH,257.720821639513,919.144470214844,1733.42471078726,3250.63108473558
subj16,UH,262.205256400812,853.418005371094,1847.77901611328,3129.82731933594
subj16,UH,267.906114659152,878.050659179688,1779.26166992187,3269.57778320312
subj16,UH,270.693544381991,869.715459650213,1832.32890181108,3257.5117409446
subj16,UH,272.965037086473,748.406419020433,1992.49330491286,3112.33077298678
subj16,UH,275.051821051569,922.308369954427,1721.36885579427,3270.82169596354
subj17,AE,105.954746904362,732.661587801847,1704.56659490412,2396.7441628196
subj17,AE,106.726108379017,698.527564415565,1675.18590369591,2386.68688025841
subj17,AE,107.588833875696,701.746882847377,1700.05055454799,2425.72017996652
subj17,AE,108.123291640942,707.380647358141,1636.69676449424,2347.55383943257
subj17,AE,108.555176558805,690.976771763393,1761.19849504743,2392.64055524554
subj17,AE,109.359511432345,718.802415114183,1700.22044020433,2436.03384164663
subj17,AE,110.52140685012,685.546969943576,1697.9729953342,2401.21445041233
subj17,AE,112.448205113531,682.476409912109,1685.95139857701,2425.57230050223
subj17,AE,113.541456679001,696.790015326606,1715.89166937934,2433.34823947483
subj17,AE,121.212200925123,701.919622247869,1799.15945712003,2452.98783735795
subj17,AH,107.198671370818,731.963390003551,1123.30838290128,2510.87442294034
subj17,AH,110.272565451912,752.561312866211,1128.73315429688,2505.89318847656
subj17,AH,110.587963425873,759.406745910645,1136.60488128662,2510.85241699219
subj17,AH,111.384155007572,736.504764556885,1130.92846679688,2532.46835327148
subj17,AH,113.842448084527,750.419918284697,1106.53253532858,2531.76828182445
subj17,AH,115.208730713752,754.440178765191,1110.68661838108,2579.97835286458
subj17,AH,116.796503081058,763.345357259115,1121.82949490017,2529.11300998264
subj17,AH,117.02423767184,726.33877360026,1106.08263346354,2547.89449869792
subj17,AH,118.207058619646,732.714225769043,1143.12154388428,2480.04806518555
subj17,AH,119.665694137159,761.463166889391,1118.36319772821,2550.93219315378
subj17,EE,115.517067994361,314.288905552455,2158.90632847377,2981.74223981585
subj17,EE,118.771121986592,318.069948636568,2168.50341796875,2917.84786283053
subj17,EE,119.104698305564,313.705993652344,2210.62409667969,3027.48603515625
subj17,EE,119.128819878368,328.171270033892,2131.08597340303,2931.37797277114
subj17,EE,119.605945654256,322.199350357056,2152.81311035156,2939.24714660645
subj17,EE,121.543340368329,323.741169520787,2120.33992222377,2882.21011788504
subj17,EE,121.823070655554,317.859204973493,2093.52612304688,2918.99621582031
subj17,EE,122.340690499091,308.897776884191,2145.01897834329,3036.26311178768
subj17,EE,123.913781878998,314.226373291016,2185.48544921875,3010.19500325521
subj17,EE,138.478067734926,307.538757324219,2261.23689778646,3021.09412977431
subj17,EH,103.216070224447,664.99794514974,1629.18988715278,2294.48065863715
subj17,EH,104.039974773245,675.619116210937,1659.1359375,2481.70434570312
subj17,EH,106.139738847288,691.385681152344,1683.16589355469,2377.49861653646
subj17,EH,106.320545121941,679.89873046875,1707.68665771484,2414.19033203125
subj17,EH,107.942559435949,672.455688476562,1653.58192274306,2387.89293077257
subj17,EH,110.948512251068,677.931854248047,1681.42541503906,2419.24011230469
subj17,EH,112.191345491715,672.773597717285,1653.88586425781,2367.99514770508
subj17,EH,112.594223693114,682.271280924479,1662.11177571615,2405.79052734375
subj17,EH,115.208447972962,679.770094129774,1670.32126193576,2418.81022135417
subj17,EH,122.255094600977,672.947518484933,1715.86568777902,2428.02280970982
subj17,IH,109.767506337964,483.276021321615,1871.99873860677,2489.28267415365
subj17,IH,110.147140907244,495.512151082357,1849.9184773763,2446.88049316406
subj17,IH,111.307224965594,506.306902567546,1854.66213989258,2518.52602132161
subj17,IH,111.5998540743,499.206634521484,1924.57260742188,2537.14111328125
subj17,IH,111.676545051965,490.602715125451,1890.28509051983,2502.45259915865
subj17,IH,113.260993664476,496.926823933919,1846.64621988932,2505.94189453125
subj17,IH,114.554883566511,487.308319091797,1855.11801486545,2458.65657552083
subj17,IH,116.949171710306,491.342281765408,1888.17546929253,2505.9381781684
subj17,IH,118.129296630256,494.705981445312,1846.81645507813,2489.61518554688
subj17,IH,119.584666929474,497.263824462891,1888.93659125434,2535.32934570312
subj17,OO,113.967353661683,344.464374542236,997.121074676514,2165.49247741699
subj17,OO,116.930849153929,332.251502143012,940.782653808594,2153.81038411458
subj17,OO,118.195229247375,352.064086914062,997.817192526425,2203.97462373621
subj17,OO,121.710942848916,351.576024105674,960.314090126439,2155.44463147615
subj17,OO,124.435224051474,331.596362304687,911.481490071615,2135.26764322917
subj17,OO,126.904401495836,371.848135141226,981.270845853365,2237.05883789062
subj17,OO,127.16678796749,349.97354888916,958.955944061279,2133.75662231445
subj17,OO,127.478357116283,371.157279459635,970.210038248698,2198.61443684896
subj17,OO,128.307060438271,360.932868508732,990.120343376609,2178.31591796875
subj17,OO,128.861615610905,371.184043375651,964.323616536458,2176.46095377604
subj17,UH,105.465160768578,704.226303100586,1273.35104370117,2551.39837646484
subj17,UH,106.599151243626,693.83499484592,1264.97075737847,2523.54909939236
subj17,UH,110.379610548124,703.133239746094,1268.74740600586,2587.90277099609
subj17,UH,111.729378799504,701.862991333008,1274.07139587402,2595.25344848633
subj17,UH,112.417058565619,699.676188151042,1211.34684244792,2554.3291015625
subj17,UH,113.066538264112,694.682732476128,1246.09992133247,2551.85408528646
subj17,UH,118.339705162181,713.234853108724,1201.49473063151,2606.6650797526
subj17,UH,122.019930472048,697.541774204799,1237.75952148438,2546.51231166295
subj17,UH,122.047125870717,696.588939319957,1210.62057217685,2537.59972034801
subj17,UH,126.14781287854,717.0876953125,1268.46311035156,2622.68203125
subj18,AE,203.627029068944,846.475755964007,2141.76440429688,2765.03172084263
subj18,AE,208.560572925788,869.161399439762,2068.55913985403,2575.07878032484
subj18,AE,212.034065329771,1030.39350128174,2152.26152038574,2670.0126953125
subj18,AE,221.143858387321,853.565970284598,2126.80725097656,2619.32985142299
subj18,AE,228.049819430301,897.668599446615,2201.56885782878,2902.06829833984
subj18,AE,239.681554869183,940.910879952567,2124.42995489211,2656.84744698661
subj18,AE,243.033308683085,948.892606608073,2101.18966471354,2520.75226236979
subj18,AE,251.801969756848,1000.54586452908,2276.57751464844,2750.5862358941
subj18,AE,275.644177152274,1003.69924490792,2171.52429780506,2670.03477260045
subj18,AE,307.639918764578,1006.85424194336,2175.46240234375,2763.89478759766
subj18,AH,210.14219087131,1120.61235351563,1524.26292317708,2534.0173828125
subj18,AH,217.666995947746,1089.73678050322,1648.02889476103,2475.28811465993
subj18,AH,225.79545336708,1212.31888620477,1706.42941123561,2736.50610351562
subj18,AH,230.653219193099,1104.06221008301,1518.74430847168,2507.79293823242
subj18,AH,231.284418415273,1142.93109893799,1630.81202697754,2625.92541503906
subj18,AH,232.349863411001,1116.86521402995,1672.33699544271,2359.5287882487
subj18,AH,237.919268380594,1148.25210232205,1705.44249131944,2403.25306532118
subj18,AH,239.462870313148,1172.70538884943,1692.50368430398,2578.18279474432
subj18,AH,252.537241335214,1146.26804024833,1640.43192836217,2444.39711216518
subj18,AH,261.988348818678,1086.11864471436,1634.95848083496,2455.62721252441
subj18,EE,219.801931109509,452.736058285362,2597.84968647204,3001.71462530839
subj18,EE,235.909893501423,452.938003540039,2652.06700550426,3087.79342373935
subj18,EE,244.906098023849,448.991201400757,2840.33897399902,3154.89474487305
subj18,EE,256.983562537428,456.402552286784,2918.68409559462,3235.73333062066
subj18,EE,265.089524709794,485.995003255208,2705.07843424479,3175.54954427083
subj18,EE,266.685261842823,489.715744018555,2963.63952636719,3368.16193498884
subj18,EE,267.727194640498,532.316887991769,2974.36333356585,3364.25374930246
subj18,EE,274.188510869313,545.99519258387,2640.52768841912,3008.11220415901
subj18,EE,278.875473916514,496.343902587891,2822.65094401042,3238.50525716146
subj18,EE,285.984893761111,485.959031846788,2646.03236219618,3076.00623914931
subj18,EH,227.285969760967,770.586163330078,2090.6638671875,2660.57331542969
subj18,EH,232.2530789419,733.712970440204,2142.48024338942,2741.62415489784
subj18,EH,240.056046018447,849.855675330529,2186.54672475962,2887.77903395433
subj18,EH,245.516039718161,757.849975585938,2047.38670935998,2618.85148737981
